1.9727692562407716e-08 6.080715298723838e-07 6.596276225774922e-07 7.224393758742665e-07 1.0288496021050377e-06 1.1078079555409264e-06 1.1635277543220678e-06 1.233576201402861e-06 1.2746948324564798e-06 1.3130164119377454e-06 1.4917630720248072e-06 1.519256482284667e-06 1.6059498392619996e-06 1.817629887038525e-06 2.043667611968133e-06 2.138519422803127e-06 2.1397323702135924e-06 2.2754435856859454e-06 2.3066217285588026e-06 2.3244889784680746e-06 2.371262878093169e-06
1.4460878387335084e-07 2.7724451340347183e-07 2.900823878234987e-07 2.975093152869938e-07 3.5914775946655703e-07 3.8819457153117346e-07 4.850518272913081e-07 5.859905465332853e-07 6.686416111987804e-07 7.782175458552971e-07 7.934014415991842e-07 8.521734999161256e-07 9.072048352224293e-07 9.167449100346339e-07 1.0235849728953828e-06 1.040865076540073e-06 1.0817677358277222e-06 1.2111353873088698e-06 1.234297938306522e-06 1.285005211841435e-06 1.470997305450188e-06
1.0899041782779201e-07 2.0207416331165452e-07 2.314008033049759e-07 2.38659796011901e-07 2.427345964505876e-07 2.676416306690844e-07 3.9146402702688846e-07 3.957059758075795e-07 3.9877406104119675e-07 4.548076957610659e-07 4.6552433596407014e-07 1.1198496059680686e-06 1.316791721885564e-06 1.3321569380478756e-06 1.3358420952716497e-06 1.3813206426469141e-06 1.4095997359304704e-06 1.5329831462823189e-06 1.6808807728023871e-06 1.6894693977887845e-06 1.8009594894644725e-06
1.1939603723670925e-07 3.285962196866416e-07 3.4035588785690117e-07 3.425032899964908e-07 3.624619872637187e-07 4.446857941262202e-07 4.515845042289839e-07 4.549408718037805e-07 5.005513013111541e-07 9.856241271524258e-07 1.1794878025419168e-06 1.2783633294079836e-06 1.2813572508933217e-06 1.46666669128685e-06 1.5676584413980739e-06 1.7350275680472299e-06 1.7850075386913056e-06 1.911380108424237e-06 2.0535221533707227e-06 2.0854849544277326e-06 2.2988706259987715e-06
2.3258686342430568e-08 3.8783782141307425e-07 4.3997070470850214e-07 4.788581484833166e-07 6.036713999852335e-07 6.337960334879004e-07 7.103086631120274e-07 8.633957652237044e-07 8.844049343887037e-07 8.9899343631368e-07 9.037508758630254e-07 9.191980153690665e-07 1.008859304397678e-06 1.0180346845606575e-06 1.1809316907843501e-06 1.3461834362666201e-06 1.3559540854832075e-06 1.4443818409065703e-06 1.4587480720453804e-06 1.4893447193163926e-06 1.5719916268418574e-06
1.6894647918483556e-07 3.918327684423638e-07 4.1972142986423523e-07 4.2655666051742753e-07 4.497338295020639e-07 6.178127870799552e-07 6.32836824323461e-07 6.417813862111776e-07 7.356200938562625e-07 7.700639482474179e-07 1.2079881020614698e-06 1.2308128319239232e-06 1.4238650978643499e-06 1.503939863508986e-06 1.533792455731589e-06 1.6067462836812702e-06 1.6652009301406172e-06 1.807124190363467e-06 1.8822336569266736e-06 2.1542297664556794e-06 2.4217583747181978e-06
8.388622485974704e-08 2.764444572308093e-07 3.67368332710504e-07 5.774154236971908e-07 8.370479563587969e-07 1.110215126334316e-06 1.205725479891835e-06 1.2959871104637956e-06 1.3277291283284516e-06 1.6006161657170543e-06 1.6244933125160076e-06 1.6871269561187518e-06 1.8826880717013408e-06 1.9604641545247364e-06 2.0285779713713945e-06 2.04662105966979e-06 2.25251203699842e-06 2.395856522497433e-06 2.5799062752151397e-06 2.5894319607566978e-06 2.677033227973774e-06
7.255932505618724e-08 1.312806869290496e-07 1.7192426404721595e-07 3.0854126890963226e-07 5.643496467947718e-07 6.172880311958322e-07 6.762282659267897e-07 7.957049520719066e-07 1.0216010842377073e-06 1.036159766193191e-06 1.0369194405999551e-06 1.162195094930551e-06 1.3038235095299762e-06 1.4891653623395982e-06 1.7389025052138316e-06 1.7866965272442542e-06 1.988036006823705e-06 2.0723841268362846e-06 2.1564073619774097e-06 2.205856768758745e-06 2.4169143966313417e-06
6.819230233115496e-08 8.273267348126526e-08 5.607568683204527e-07 8.23107678910282e-07 8.402052525933457e-07 8.739520859599103e-07 9.297859236916257e-07 1.1395621827728112e-06 1.147474282546328e-06 1.2946800569137058e-06 1.4049505754375536e-06 1.5439058972500446e-06 1.5808115736415539e-06 1.6073225689465832e-06 1.782509118276109e-06 1.844820461288562e-06 1.8724526402292543e-06 1.930856545204317e-06 1.9675689003960932e-06 2.0363516442230357e-06 2.1172183246144345e-06
6.016928180518808e-08 1.6901899579173363e-07 3.6547394522848096e-07 7.296995440930875e-07 9.281188443287334e-07 1.1144302165704797e-06 1.2876150399172632e-06 1.6368243563084767e-06 1.6376103995586982e-06 1.8492365870011633e-06 1.9080032673662446e-06 2.1654806831127293e-06 2.3960688243692596e-06 2.5315165248277892e-06 2.5859467883363076e-06 2.775936820726246e-06 2.803172342924635e-06 2.887116471031681e-06 3.1121333308215676e-06 3.147063686215256e-06 3.182335737297478e-06
